EndOfTimeWindow,Home Team,Away team,Neutral
2019-12-15 09:05:00,0.0,0.0,0.0
2019-12-15 09:10:00,0.0,0.0,0.0
2019-12-15 09:15:00,2.135,4.4615,1.677695652173913
2019-12-15 09:20:00,2.250472222222222,2.3314285714285714,2.028593939393939
2019-12-15 09:25:00,1.7574239999999999,0.5381333333333336,1.6395460750853235
2019-12-15 09:30:00,1.8219189189189193,-0.7257333333333332,1.702560077519379
2019-12-15 09:35:00,1.48179079497908,-0.5646097560975609,1.6981556728232174
2019-12-15 09:40:00,0.2637157258064523,0.1576144578313254,1.026914866581959
2019-12-15 09:45:00,0.0274796380090504,0.24859183673469396,0.8573527186761271
2019-12-15 09:50:00,0.0459758897818604,0.7669827586206897,0.7855951557093478
2019-12-15 09:55:00,0.21359564823209465,1.1049420289855072,0.7462978232190023
2019-12-15 10:00:00,0.243255668491009,0.8621572327044025,0.7131345080763636
2019-12-15 10:05:00,0.33792402315484826,1.0630529411764704,0.7332373903508826
2019-12-15 10:10:00,0.3470534506089311,1.03675,0.7280700128700174
2019-12-15 10:15:00,0.31601754385964903,1.012076923076923,0.7255431472081251
2019-12-15 10:20:00,0.3007158758055067,1.006212765957447,0.7015481447757811
2019-12-15 10:25:00,0.28788338833883387,0.9702864583333333,0.7297701246566669
2019-12-15 10:30:00,0.2680288713910762,0.997388349514563,0.7139957635666729
2019-12-15 10:35:00,0.2996543624161075,0.9965714285714284,0.7436015165876768
2019-12-15 10:40:00,0.5887282149712093,1.0004655172413792,0.8720374543723202
2019-12-15 10:45:00,0.6543920058672539,1.2416536964980545,0.8845071212121205
2019-12-15 10:50:00,0.6539652605459068,1.183749163879599,0.8188752506445139
2019-12-15 10:55:00,0.4744621465491049,1.4935194444444453,0.779265583019882
2019-12-15 11:00:00,0.4349981060606081,1.4300815850815851,0.7781341137549315
